,date,unc,unc_2017,unc_2019
678,2017-01-01,0.593324343,0.632529703,0.603716253
679,2017-02-01,0.587643318,0.635345211,0.601901711
680,2017-03-01,0.584049664,0.640378427,0.598239774
681,2017-04-01,0.583713455,0.637665384,0.593394662
682,2017-05-01,0.580550415,0.630078581,0.587494417
683,2017-06-01,0.575232116,0.622742275,0.582624618
684,2017-07-01,0.575530324,0.62169785,0.579275639
685,2017-08-01,0.582610402,0.622525823,0.584098297
686,2017-09-01,0.588235872,0.631626311,0.592776095
687,2017-10-01,0.587351997,0.636241577,0.595069779
688,2017-11-01,0.578366272,0.625459124,0.584469562
689,2017-12-01,0.577337433,0.621505808,0.581055595
690,2018-01-01,0.582696649,,0.582079444
691,2018-02-01,0.585651369,,0.581720991
692,2018-03-01,0.579616772,,0.574031364
693,2018-04-01,0.584187727,,0.575194636
694,2018-05-01,0.587839434,,0.579129326
695,2018-06-01,0.574315426,,0.566051184
696,2018-07-01,0.56663036,,0.55827602
697,2018-08-01,0.564470939,,0.558517025
698,2018-09-01,0.566458065,,0.563999936
699,2018-10-01,0.576805569,,0.574832673
700,2018-11-01,0.594534817,,0.592256471
701,2018-12-01,0.612831663,,0.608327138
702,2019-01-01,0.615435227,,0.612148868
703,2019-02-01,0.609863259,,0.610274822
704,2019-03-01,0.607484585,,0.608076003
705,2019-04-01,0.616693854,,0.613961499
706,2019-05-01,0.614469726,,0.605935413
707,2019-06-01,0.618594448,,0.604159116
708,2019-07-01,0.624127817,,0.603978771
709,2019-08-01,0.637769707,,0.608451747
710,2019-09-01,0.655966604,,0.611279748
711,2019-10-01,0.683162296,,0.616777447
712,2019-11-01,0.720021519,,0.616301856
713,2019-12-01,0.768780775,,0.612904813
714,2020-01-01,0.843328577,,
715,2020-02-01,0.957079895,,
716,2020-03-01,1.155882485,,
717,2020-04-01,1.194574818,,
718,2020-05-01,1.218188596,,
719,2020-06-01,1.175779256,,
720,2020-07-01,1.102817898,,
721,2020-08-01,1.027401284,,
722,2020-09-01,0.956108265,,
723,2020-10-01,0.900710114,,
724,2020-11-01,0.870659865,,
725,2020-12-01,0.858580201,,
726,2021-01-01,0.86223688,,
727,2021-02-01,0.889874574,,
728,2021-03-01,0.881929709,,
729,2021-04-01,0.847127554,,
730,2021-05-01,0.825990893,,
731,2021-06-01,0.801708094,,
732,2021-07-01,0.797739923,,
733,2021-08-01,0.793149571,,
734,2021-09-01,0.799369701,,
735,2021-10-01,0.775305497,,
736,2021-11-01,0.764701288,,
737,2021-12-01,0.778653978,,
738,2022-01-01,0.79813427,,
739,2022-02-01,0.809669148,,
740,2022-03-01,0.813680524,,
741,2022-04-01,0.821769733,,
742,2022-05-01,0.814821992,,
743,2022-06-01,0.802624661,,
